Job ID,Job Title,Job Role,Job Level,Domain,Tech Stack,Skills,Required Skills,Experience (Years),Education,Certifications,Certifications Count,Projects Count,Salary (USD/Year),Employment Type,Work Mode,Company Name,Company Size,City,Country,Date Posted,Job Description
JOB05461,Staff Frontend Engineer – React/Storybook,Frontend Developer,Senior,Telecommunications,React/Storybook,Jest | Astro | Micro-Frontends | SSR / SSG | Design Systems | Three.js | Svelte,React | TypeScript | HTML/CSS | Web Performance | Accessibility,7,B.Eng. Electrical Engineering,Meta Frontend Developer Professional Certificate,1,23,165000,Full-Time,Hybrid,Netflix,Large (1001–5000),Warsaw,Poland,2025-01-18,"At Netflix (Large (1001–5000)), our Telecommunications team is growing fast. We need a Staff Frontend Engineer – React/Storybook who thrives with Jest, Astro, and Micro-Frontends. You'll collaborate closely with design and product teams in a collaborative, fast-paced environment. 7+ years exp · B.Eng. Electrical Engineering · Full-Time · Hybrid."
JOB05462,Senior Frontend Engineer – Python/FastAPI,Software Engineer,Senior,Manufacturing,Python/FastAPI,Docker | MySQL | Microservices | FastAPI | RabbitMQ | OAuth2,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,8,B.Sc. Computer Science,OpenJS Node.js Application Developer,1,32,181000,Full-Time,Remote,Nubank,Large (1001–5000),São Paulo,Brazil,2024-03-05,"Shape the future of Manufacturing at Nubank. As a Senior Frontend Engineer – Python/FastAPI you will build and maintain high-performance distributed services with hands-on mastery of Docker and MySQL. We value deep knowledge of Microservices and a pragmatic, ownership-driven mindset. 8 years' experience required. B.Sc. Computer Science preferred. Full-Time | Remote."
JOB05463,Entry-Level Cloud Security Analyst – IBM QRadar,Cybersecurity Analyst,Junior,Telecommunications,IBM QRadar,Wireshark | Python | Bash | Threat Hunting | ISO 27001 | Splunk | Threat Intelligence | Elastic SIEM | IAM | Malware Analysis,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,2,Ph.D. Computer Science,Microsoft SC-200 | AWS Security Specialty | CompTIA CySA+ | CEH (Certified Ethical Hacker),4,8,62000,Full-Time,Hybrid,Palantir,Large (1001–5000),New York,USA,2025-02-06,"Palantir is scaling its Telecommunications infrastructure and needs a talented Entry-Level Cloud Security Analyst – IBM QRadar. Core stack: Wireshark, Python, Bash. You'll investigate and contain security incidents, partner cross-functionally, and set technical standards. 2+ yrs exp. Ph.D. Computer Science. Full-Time · Hybrid · Large (1001–5000)."
JOB05464,Staff Software Engineer – Rust/WebAssembly,Software Engineer,Principal / Staff,E-commerce,Rust/WebAssembly,TypeScript | React | OpenAPI | C# | gRPC | GCP | WebSockets | Docker,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,16,M.Sc. Artificial Intelligence,AWS Certified Developer – Associate | OpenJS Node.js Application Developer | CKA | Oracle Java SE Certified,4,18,348000,Full-Time,Hybrid,Grab,Large (1001–5000),Sydney,Australia,2025-04-22,"Join Grab's E-commerce division as a Staff Software Engineer – Rust/WebAssembly. You'll architect platform infrastructure for global scale leveraging TypeScript, React, and OpenAPI across a high-scale, distributed environment. Required: 16 years' experience, M.Sc. Artificial Intelligence. Full-Time, Hybrid."
JOB05465,Staff Security Operations Engineer – Kali Linux/Burp,Cybersecurity Analyst,Lead,Entertainment,Kali Linux/Burp,AWS Security | Cortex XSOAR | IDS/IPS | IAM | Microsoft Sentinel | Azure Defender,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,13,Bootcamp + Self-Taught,CISSP | AWS Security Specialty,2,15,228000,Full-Time,Remote,Wipro,Enterprise (5000+),Austin,USA,2024-03-03,"Shape the future of Entertainment at Wipro. As a Staff Security Operations Engineer – Kali Linux/Burp you will conduct vulnerability assessments and adversarial simulations with hands-on mastery of AWS Security and Cortex XSOAR. We value deep knowledge of IDS/IPS and a pragmatic, ownership-driven mindset. 13 years' experience required. Bootcamp + Self-Taught preferred. Full-Time | Remote."
JOB05466,Principal Flutter Developer – Swift/UIKit,Mobile App Developer,Lead,HR Tech,Swift/UIKit,SwiftUI | ARCore | Kotlin Multiplatform | ARKit | Unit & UI Testing | UIKit | Core Data | Performance Profiling | MVI,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,10,M.Sc. Artificial Intelligence,Google Flutter Certification,1,19,234000,Full-Time,Remote,Databricks,Large (1001–5000),Boston,USA,2025-04-04,"We're looking for a Principal Flutter Developer – Swift/UIKit at Databricks to power our HR Tech platform. Day-to-day, you'll integrate device-native and platform capabilities with deep expertise in SwiftUI and ARCore. You bring 10+ years, strong Kotlin Multiplatform skills, and a M.Sc. Artificial Intelligence (or equivalent). Full-Time | Remote | Large (1001–5000)."
JOB05467,"Sr. Data Scientist, Growth & Experimentation",Data Scientist,Senior,E-commerce,Python/XGBoost,Kedro | Probability | Hypothesis Testing | Power BI | Tableau | CatBoost | Feature Engineering | TensorFlow,Python | SQL | Machine Learning | Statistics | Feature Engineering,6,Bootcamp + Self-Taught,Google Professional ML Engineer | Coursera ML Specialization (Andrew Ng) | Snowflake SnowPro Core,3,14,187500,Contract,On-Site,Stripe,Large (1001–5000),São Paulo,Brazil,2024-06-26,"We're looking for a Sr. Data Scientist, Growth & Experimentation at Stripe to power our E-commerce platform. Day-to-day, you'll model complex business problems statistically with deep expertise in Kedro and Probability. You bring 6+ years, strong Hypothesis Testing skills, and a Bootcamp + Self-Taught (or equivalent). Contract | On-Site | Large (1001–5000)."
JOB05468,MySQL / DynamoDB/AWS DBA,Database Administrator,Mid-Level,Energy,DynamoDB/AWS,Shell Scripting | Prometheus | TimescaleDB | pgBackRest | Python | Capacity Planning | Redis,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,4,B.Sc. Software Engineering,PostgreSQL Associate Certification,1,18,99000,Full-Time,On-Site,Capgemini,Enterprise (5000+),Austin,USA,2024-06-24,"Shape the future of Energy at Capgemini. As a MySQL / DynamoDB/AWS DBA you will manage database security, access control, and schema migrations with hands-on mastery of Shell Scripting and Prometheus. We value deep knowledge of TimescaleDB and a pragmatic, ownership-driven mindset. 4 years' experience required. B.Sc. Software Engineering preferred. Full-Time | On-Site."
JOB05469,Distinguished Enterprise Cloud Architect (Multi-Cloud/Kubernetes),Cloud Solutions Architect,Principal / Staff,Media & Advertising,Multi-Cloud/Kubernetes,Redshift | Pulumi | Cloud Security | Databricks | Azure Landing Zone | Kubernetes,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,15,B.Sc. Statistics,HashiCorp Terraform Associate | Google Cloud Networking Professional | CKA,3,7,341000,Part-Time,Remote,Notion,Small (51–200),Stockholm,Sweden,2024-04-06,"Notion (Small (51–200)) is hiring a Distinguished Enterprise Cloud Architect (Multi-Cloud/Kubernetes) to join our Media & Advertising engineering team. You will provide architecture guidance and review for engineering squads using Redshift, Pulumi, and Cloud Security. We expect 15+ years of experience and a degree in B.Sc. Statistics. Part-Time · Remote."
JOB05470,Junior Cloud & Infrastructure Architect – AWS/Terraform,Cloud Solutions Architect,Junior,CleanTech,AWS/Terraform,Event-Driven Architecture | Route53 | FinOps | Kubernetes | Cloud Functions | CloudFormation,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,2,B.Eng. Electrical Engineering,Google Cloud Professional Architect,1,16,79500,Full-Time,Remote,Atlassian,Large (1001–5000),Tokyo,Japan,2024-06-24,"Atlassian (Large (1001–5000)) is hiring a Junior Cloud & Infrastructure Architect – AWS/Terraform to join our CleanTech engineering team. You will design multi-region, fault-tolerant cloud architectures using Event-Driven Architecture, Route53, and FinOps. We expect 2+ years of experience and a degree in B.Eng. Electrical Engineering. Full-Time · Remote."
JOB05471,Full-Stack Developer (Rust/WebAssembly),Software Engineer,Mid-Level,Entertainment,Rust/WebAssembly,Kafka | Kubernetes | OAuth2 | GraphQL | Python | OpenAPI | RabbitMQ | CI/CD | Spring Boot | DDD,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,4,Ph.D. Artificial Intelligence,None,0,10,105500,Full-Time,Hybrid,Atlassian,Large (1001–5000),Hyderabad,India,2024-11-15,"Shape the future of Entertainment at Atlassian. As a Full-Stack Developer (Rust/WebAssembly) you will lead engineering for core product modules with hands-on mastery of Kafka and Kubernetes. We value deep knowledge of OAuth2 and a pragmatic, ownership-driven mindset. 4 years' experience required. Ph.D. Artificial Intelligence preferred. Full-Time | Hybrid."
JOB05472,Principal Vue.js Developer – React/Storybook,Frontend Developer,Lead,FinTech,React/Storybook,Vite | Cypress | GraphQL | Framer Motion | Core Web Vitals | Design Systems | WebGL | Web Performance | Accessibility (WCAG 2.2),React | TypeScript | HTML/CSS | Web Performance | Accessibility,11,M.Sc. Data Science,Meta Frontend Developer Professional Certificate,1,6,228500,Contract,On-Site,Shopify,Large (1001–5000),Austin,USA,2024-06-09,"We're looking for a Principal Vue.js Developer – React/Storybook at Shopify to power our FinTech platform. Day-to-day, you'll build high-quality, accessible UI components with deep expertise in Vite and Cypress. You bring 11+ years, strong GraphQL skills, and a M.Sc. Data Science (or equivalent). Contract | On-Site | Large (1001–5000)."
JOB05473,Staff Frontend Engineer – React/TypeScript,Frontend Developer,Lead,Energy,React/TypeScript,Accessibility (WCAG 2.2) | HTML5 | Zustand | Edge Runtime | Styled-Components | Svelte | React | Webpack | Nuxt.js,React | TypeScript | HTML/CSS | Web Performance | Accessibility,11,Bootcamp + Self-Taught,W3C Front-End Web Developer,1,19,230000,Contract,Remote,Palantir,Large (1001–5000),Barcelona,Spain,2024-03-05,"Palantir (Large (1001–5000)) is hiring a Staff Frontend Engineer – React/TypeScript to join our Energy engineering team. You will build accessible, pixel-perfect UI components at scale using Accessibility (WCAG 2.2), HTML5, and Zustand. We expect 11+ years of experience and a degree in Bootcamp + Self-Taught. Contract · Remote."
JOB05474,Mid-Level iOS / Android Engineer – React Native/Expo,Mobile App Developer,Mid-Level,Retail,React Native/Expo,App Store Connect | Expo | Google Play Console | Xcode | MVVM | React Native | Clean Architecture | ARKit | In-App Purchases | Push Notifications,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,3,MBA (IT / Analytics),None,0,9,102000,Full-Time,Hybrid,Okta,Large (1001–5000),Vienna,Austria,2025-04-27,"At Okta (Large (1001–5000)), our Retail team is growing fast. We need a Mid-Level iOS / Android Engineer – React Native/Expo who thrives with App Store Connect, Expo, and Google Play Console. You'll build and release polished mobile features in a collaborative, fast-paced environment. 3+ years exp · MBA (IT / Analytics) · Full-Time · Hybrid."
JOB05475,Principal Frontend Architect – Vue.js/Nuxt,Frontend Developer,Principal / Staff,HR Tech,Vue.js/Nuxt,WebSockets | Cypress | Figma | HTML5 | Next.js | Web Performance,React | TypeScript | HTML/CSS | Web Performance | Accessibility,15,M.Sc. Cybersecurity,W3C Front-End Web Developer | Meta Frontend Developer Professional Certificate,2,13,293500,Freelance,Remote,Palantir,Large (1001–5000),Seoul,South Korea,2025-01-21,"Join Palantir's HR Tech division as a Principal Frontend Architect – Vue.js/Nuxt. You'll build accessible, pixel-perfect UI components at scale leveraging WebSockets, Cypress, and Figma across a high-scale, distributed environment. Required: 15 years' experience, M.Sc. Cybersecurity. Freelance, Remote."
JOB05476,Lead Application Security Engineer – SOAR/XSOAR,Cybersecurity Analyst,Lead,Energy,SOAR/XSOAR,Red Team/Blue Team | OWASP | PAM | MITRE ATT&CK | IAM | Penetration Testing | Cortex XSOAR,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,10,B.Sc. Information Technology,Microsoft SC-200 | AWS Security Specialty,2,23,215500,Full-Time,On-Site,Vercel,Small (51–200),Seoul,South Korea,2024-07-04,"Vercel is scaling its Energy infrastructure and needs a talented Lead Application Security Engineer – SOAR/XSOAR. Core stack: Red Team/Blue Team, OWASP, PAM. You'll investigate and contain security incidents, partner cross-functionally, and set technical standards. 10+ yrs exp. B.Sc. Information Technology. Full-Time · On-Site · Small (51–200)."
JOB05477,Distinguished Android Developer – Swift/SwiftUI,Mobile App Developer,Principal / Staff,Real Estate,Swift/SwiftUI,Xcode | CI/CD (Bitrise/GitHub Actions) | GraphQL | SQLite | Deep Linking | CoreML | Unit & UI Testing | Fastlane | Jetpack Compose | Swift,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,17,B.Sc. Cognitive Science,Google Associate Android Developer | Google Flutter Certification | AWS Mobile Specialty | Firebase Associate | Fastlane Automation Expert,5,33,343000,Full-Time,Remote,N26,Mid-size (201–1000),Zurich,Switzerland,2024-01-15,"N26 (Mid-size (201–1000)) is hiring a Distinguished Android Developer – Swift/SwiftUI to join our Real Estate engineering team. You will maintain automated CI/CD pipelines for fast mobile releases using Xcode, CI/CD (Bitrise/GitHub Actions), and GraphQL. We expect 17+ years of experience and a degree in B.Sc. Cognitive Science. Full-Time · Remote."
JOB05478,"Sr. DevOps Engineer, HealthTech Infrastructure",DevOps Engineer,Senior,HealthTech,GitOps/FluxCD,Flux CD | Ansible | GitLab CI | Loki | Jaeger | Datadog | Linux | SonarQube,Docker | Kubernetes | Terraform | CI/CD | Linux,8,MBA (IT / Analytics),None,0,9,178500,Full-Time,Hybrid,Oracle,Enterprise (5000+),Nairobi,Kenya,2024-08-07,"Join Oracle's HealthTech division as a Sr. DevOps Engineer, HealthTech Infrastructure. You'll design and manage cloud infrastructure and CI/CD pipelines leveraging Flux CD, Ansible, and GitLab CI across a high-scale, distributed environment. Required: 8 years' experience, MBA (IT / Analytics). Full-Time, Hybrid."
JOB05479,Lead Vulnerability Assessment Engineer – Kali Linux/Burp,Cybersecurity Analyst,Lead,EdTech,Kali Linux/Burp,CrowdStrike | SIEM | Python | Zero Trust | Incident Response | Tenable Nessus,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,11,B.Sc. Statistics,None,0,8,236500,Freelance,Hybrid,Snowflake,Large (1001–5000),Denver,USA,2025-04-13,"We're looking for a Lead Vulnerability Assessment Engineer – Kali Linux/Burp at Snowflake to power our EdTech platform. Day-to-day, you'll protect critical systems and data with deep expertise in CrowdStrike and SIEM. You bring 11+ years, strong Python skills, and a B.Sc. Statistics (or equivalent). Freelance | Hybrid | Large (1001–5000)."
JOB05480,Mid-Level Applied ML Engineer – Ray/Dask,Machine Learning Engineer,Mid-Level,Energy,Ray/Dask,MLflow | Triton Inference Server | Prometheus | Spark | CI/CD | BentoML | LoRA / PEFT | GCP | FastAPI,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,4,B.Sc. Physics (CS minor),HuggingFace NLP Course,1,5,134500,Contract,Remote,Infosys,Enterprise (5000+),New York,USA,2024-03-09,"Join Infosys's Energy division as a Mid-Level Applied ML Engineer – Ray/Dask. You'll deploy, monitor, and iterate on ML models in production leveraging MLflow, Triton Inference Server, and Prometheus across a high-scale, distributed environment. Required: 4 years' experience, B.Sc. Physics (CS minor). Contract, Remote."
JOB05481,Sr. Cybersecurity Analyst – Splunk/SIEM,Cybersecurity Analyst,Senior,Media & Advertising,Splunk/SIEM,OWASP | Bash | Qualys | GCP Security Command Center | Kali Linux | NIST CSF | AWS Security,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,8,M.Sc. Cybersecurity,None,0,11,170500,Full-Time,Hybrid,Supabase,Startup (1–50),Seattle,USA,2025-02-13,"We're looking for a Sr. Cybersecurity Analyst – Splunk/SIEM at Supabase to power our Media & Advertising platform. Day-to-day, you'll continuously strengthen the organisation's security posture with deep expertise in OWASP and Bash. You bring 8+ years, strong Qualys skills, and a M.Sc. Cybersecurity (or equivalent). Full-Time | Hybrid | Startup (1–50)."
JOB05482,Senior Enterprise Cloud Architect (AWS/Terraform),Cloud Solutions Architect,Senior,PropTech,AWS/Terraform,API Gateway | Networking | BGP | Multi-Cloud | CloudFront | Cost Optimization | GCP | PrivateLink | Cloud Functions,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,7,B.Sc. Mathematics,AWS Certified Solutions Architect – Professional,1,5,202000,Part-Time,Hybrid,Apple,Enterprise (5000+),Helsinki,Finland,2024-01-26,"Shape the future of PropTech at Apple. As a Senior Enterprise Cloud Architect (AWS/Terraform) you will lead cloud migration and application modernisation programmes with hands-on mastery of API Gateway and Networking. We value deep knowledge of BGP and a pragmatic, ownership-driven mindset. 7 years' experience required. B.Sc. Mathematics preferred. Part-Time | Hybrid."
JOB05483,Senior Platform Backend Engineer – NestJS/TypeScript,Backend Developer,Senior,CleanTech,NestJS/TypeScript,MySQL | NATS | Gin | REST APIs | Event Sourcing | Temporal | gRPC | Kubernetes | NestJS,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,9,MBA (IT / Analytics),Oracle Java SE Certified,1,26,186000,Part-Time,On-Site,Twilio,Mid-size (201–1000),London,UK,2025-04-03,"We're looking for a Senior Platform Backend Engineer – NestJS/TypeScript at Twilio to power our CleanTech platform. Day-to-day, you'll ensure backend scalability and security with deep expertise in MySQL and NATS. You bring 9+ years, strong Gin skills, and a MBA (IT / Analytics) (or equivalent). Part-Time | On-Site | Mid-size (201–1000)."
JOB05484,Staff DevOps Engineer – AWS/Ansible,DevOps Engineer,Senior,Cybersecurity,AWS/Ansible,ArgoCD | Vault | Pulumi | Nginx | Consul | Linkerd | Snyk | Jenkins | Kustomize | Istio,Docker | Kubernetes | Terraform | CI/CD | Linux,9,B.Eng. Electronics & Communication,None,0,6,174500,Full-Time,Hybrid,Twilio,Mid-size (201–1000),Nairobi,Kenya,2024-05-09,"Shape the future of Cybersecurity at Twilio. As a Staff DevOps Engineer – AWS/Ansible you will automate provisioning, patching, and configuration management with hands-on mastery of ArgoCD and Vault. We value deep knowledge of Pulumi and a pragmatic, ownership-driven mindset. 9 years' experience required. B.Eng. Electronics & Communication preferred. Full-Time | Hybrid."
JOB05485,"Staff Frontend Engineer, Aerospace Web",Frontend Developer,Principal / Staff,Aerospace,React/GraphQL,HTML5 | Playwright | Next.js | WebSockets | JavaScript (ES2024) | Zustand | Svelte | Cypress,React | TypeScript | HTML/CSS | Web Performance | Accessibility,15,Ph.D. Computer Science,None,0,14,293500,Full-Time,Remote,Elastic,Large (1001–5000),Pune,India,2024-01-02,"Elastic (Large (1001–5000)) is hiring a Staff Frontend Engineer, Aerospace Web to join our Aerospace engineering team. You will build accessible, pixel-perfect UI components at scale using HTML5, Playwright, and Next.js. We expect 15+ years of experience and a degree in Ph.D. Computer Science. Full-Time · Remote."
JOB05486,Mid-Level Flutter Developer – Swift/SwiftUI,Mobile App Developer,Mid-Level,Travel & Hospitality,Swift/SwiftUI,Fastlane | Deep Linking | WebView | Kotlin Multiplatform | MVVM | Android Studio | In-App Purchases | Push Notifications | Amplitude | TensorFlow Lite,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,3,MBA (IT / Analytics),Kotlin Developer Certification (JetBrains),1,30,98000,Full-Time,Hybrid,Cloudflare,Large (1001–5000),Denver,USA,2024-11-22,"Cloudflare is scaling its Travel & Hospitality infrastructure and needs a talented Mid-Level Flutter Developer – Swift/SwiftUI. Core stack: Fastlane, Deep Linking, WebView. You'll build and release polished mobile features, partner cross-functionally, and set technical standards. 3+ yrs exp. MBA (IT / Analytics). Full-Time · Hybrid · Large (1001–5000)."
JOB05487,Senior Machine Learning Engineer – MLOps/Kubernetes,Machine Learning Engineer,Senior,CleanTech,MLOps/Kubernetes,LangChain | LoRA / PEFT | Airflow | Vector DBs | BentoML | Vertex AI,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,7,B.Sc. Computer Science,Deep Learning Specialization (Coursera) | HuggingFace NLP Course,2,13,203000,Full-Time,Remote,TCS,Enterprise (5000+),Manchester,UK,2024-09-15,"Shape the future of CleanTech at TCS. As a Senior Machine Learning Engineer – MLOps/Kubernetes you will build end-to-end training and model-serving pipelines with hands-on mastery of LangChain and LoRA / PEFT. We value deep knowledge of Airflow and a pragmatic, ownership-driven mindset. 7 years' experience required. B.Sc. Computer Science preferred. Full-Time | Remote."
JOB05488,Principal UI Engineer (React/Storybook),Frontend Developer,Lead,PropTech,React/Storybook,Three.js | WebGL | Framer Motion | WebSockets | Edge Runtime | Nuxt.js | Next.js | Micro-Frontends,React | TypeScript | HTML/CSS | Web Performance | Accessibility,12,B.Sc. Software Engineering,AWS Certified Developer – Associate | WCAG Accessibility Specialist | W3C Front-End Web Developer | Vue.js Certified Developer | Google UX Design Certificate,5,16,221000,Full-Time,Remote,Hugging Face,Small (51–200),Munich,Germany,2024-11-30,"Hugging Face is scaling its PropTech infrastructure and needs a talented Principal UI Engineer (React/Storybook). Core stack: Three.js, WebGL, Framer Motion. You'll collaborate closely with design and product teams, partner cross-functionally, and set technical standards. 12+ yrs exp. B.Sc. Software Engineering. Full-Time · Remote · Small (51–200)."
JOB05489,Principal Flutter Developer – React Native/Expo,Mobile App Developer,Principal / Staff,Manufacturing,React Native/Expo,In-App Purchases | Clean Architecture | TensorFlow Lite | Unit & UI Testing | MVVM | Room DB | Dart | Expo,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,17,Ph.D. Computer Science,Firebase Associate | Apple Development with Swift Certification,2,22,342000,Full-Time,Remote,TCS,Enterprise (5000+),Vancouver,Canada,2024-05-12,"TCS is scaling its Manufacturing infrastructure and needs a talented Principal Flutter Developer – React Native/Expo. Core stack: In-App Purchases, Clean Architecture, TensorFlow Lite. You'll build and release polished mobile features, partner cross-functionally, and set technical standards. 17+ yrs exp. Ph.D. Computer Science. Full-Time · Remote · Enterprise (5000+)."
JOB05490,Data Scientist – Python/PyTorch,Data Scientist,Mid-Level,Real Estate,Python/PyTorch,Matplotlib | A/B Testing | BigQuery | Databricks | Hypothesis Testing | Bayesian Inference | SQL | R | Scikit-learn | Looker,Python | SQL | Machine Learning | Statistics | Feature Engineering,5,B.Eng. Electrical Engineering,None,0,10,118000,Full-Time,Hybrid,Airbnb,Large (1001–5000),New York,USA,2024-01-29,"Airbnb is scaling its Real Estate infrastructure and needs a talented Data Scientist – Python/PyTorch. Core stack: Matplotlib, A/B Testing, BigQuery. You'll deliver robust ML and analytics pipelines, partner cross-functionally, and set technical standards. 5+ yrs exp. B.Eng. Electrical Engineering. Full-Time · Hybrid · Large (1001–5000)."
JOB05491,Staff Software Engineer – Full-Stack (React+Node),Software Engineer,Senior,Aerospace,Full-Stack (React+Node),Rate Limiting | AWS | CI/CD | MySQL | TypeScript | OpenAPI,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,8,B.Sc. Computer Science,Oracle Java SE Certified | Spring Professional Certification | Linux Foundation LFCS | GitHub Actions Certification,4,10,165000,Full-Time,Hybrid,Hugging Face,Small (51–200),Helsinki,Finland,2024-05-08,"Shape the future of Aerospace at Hugging Face. As a Staff Software Engineer – Full-Stack (React+Node) you will lead engineering for core product modules with hands-on mastery of Rate Limiting and AWS. We value deep knowledge of CI/CD and a pragmatic, ownership-driven mindset. 8 years' experience required. B.Sc. Computer Science preferred. Full-Time | Hybrid."
JOB05492,Senior Microservices Engineer – NestJS/TypeScript,Backend Developer,Senior,Telecommunications,NestJS/TypeScript,k6 | gRPC | OpenAPI | Auth (OAuth2/JWT) | NestJS | Event Sourcing | Rate Limiting | GraphQL | Temporal | Express.js,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,8,M.Sc. Information Systems,CKA | AWS Certified Developer – Associate,2,8,180000,Full-Time,Remote,IBM,Enterprise (5000+),Melbourne,Australia,2024-08-17,"Join IBM's Telecommunications division as a Senior Microservices Engineer – NestJS/TypeScript. You'll ensure observability, reliability, and security across services leveraging k6, gRPC, and OpenAPI across a high-scale, distributed environment. Required: 8 years' experience, M.Sc. Information Systems. Full-Time, Remote."
JOB05493,Staff Threat Intelligence Analyst – Palo Alto/Fortinet,Cybersecurity Analyst,Lead,SaaS,Palo Alto/Fortinet,IDS/IPS | Metasploit | Forensics | Carbon Black | Tenable Nessus | Red Team/Blue Team | OWASP,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,10,Ph.D. Artificial Intelligence,Microsoft SC-200 | CompTIA CySA+,2,13,214500,Freelance,On-Site,Capgemini,Enterprise (5000+),Tokyo,Japan,2024-06-08,"At Capgemini (Enterprise (5000+)), our SaaS team is growing fast. We need a Staff Threat Intelligence Analyst – Palo Alto/Fortinet who thrives with IDS/IPS, Metasploit, and Forensics. You'll continuously strengthen the organisation's security posture in a collaborative, fast-paced environment. 10+ years exp · Ph.D. Artificial Intelligence · Freelance · On-Site."
JOB05494,Staff Production ML Engineer – SageMaker/AWS,Machine Learning Engineer,Principal / Staff,Energy,SageMaker/AWS,Scikit-learn | Prometheus | Ray | LoRA / PEFT | Azure | Git | HuggingFace | PyTorch,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,16,M.Sc. Machine Learning,None,0,11,345500,Full-Time,Remote,Shopify,Large (1001–5000),Nairobi,Kenya,2025-03-16,"Shopify (Large (1001–5000)) is hiring a Staff Production ML Engineer – SageMaker/AWS to join our Energy engineering team. You will optimise model latency, throughput, and cost at scale using Scikit-learn, Prometheus, and Ray. We expect 16+ years of experience and a degree in M.Sc. Machine Learning. Full-Time · Remote."
JOB05495,Mid-Level Cybersecurity Analyst – Kali Linux/Burp,Cybersecurity Analyst,Mid-Level,BioTech,Kali Linux/Burp,Vulnerability Assessment | SOC 2 | Nmap | Bash | CrowdStrike | Incident Response | SOAR,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,5,Associate Degree in Computer Science,CompTIA CySA+,1,24,102500,Full-Time,On-Site,Palantir,Large (1001–5000),Seattle,USA,2024-10-21,"At Palantir (Large (1001–5000)), our BioTech team is growing fast. We need a Mid-Level Cybersecurity Analyst – Kali Linux/Burp who thrives with Vulnerability Assessment, SOC 2, and Nmap. You'll protect critical systems and data in a collaborative, fast-paced environment. 5+ years exp · Associate Degree in Computer Science · Full-Time · On-Site."
JOB05496,Entry-Level DB Reliability Engineer (Cassandra/NoSQL),Database Administrator,Junior,LegalTech,Cassandra/NoSQL,MySQL | Database Migration | Aurora | Shell Scripting | YugabyteDB | Partitioning | RMAN | Flyway | MongoDB,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,1,B.Sc. Mathematics,MongoDB Certified DBA Associate,1,14,50500,Full-Time,Remote,Vercel,Small (51–200),Tokyo,Japan,2024-05-03,"At Vercel (Small (51–200)), our LegalTech team is growing fast. We need a Entry-Level DB Reliability Engineer (Cassandra/NoSQL) who thrives with MySQL, Database Migration, and Aurora. You'll optimise query plans and storage efficiency in a collaborative, fast-paced environment. 1+ years exp · B.Sc. Mathematics · Full-Time · Remote."
JOB05497,"Senior Data Scientist, Media & Advertising Analytics",Data Scientist,Senior,Media & Advertising,Bayesian/Python,Feature Engineering | CatBoost | Tableau | Snowflake | NumPy | XGBoost | Causal Inference | Bayesian Inference,Python | SQL | Machine Learning | Statistics | Feature Engineering,9,M.Sc. Computer Science,Snowflake SnowPro Core | Coursera ML Specialization (Andrew Ng) | Google Professional ML Engineer,3,6,200000,Contract,Remote,Wipro,Enterprise (5000+),Melbourne,Australia,2024-10-31,"Wipro is scaling its Media & Advertising infrastructure and needs a talented Senior Data Scientist, Media & Advertising Analytics. Core stack: Feature Engineering, CatBoost, Tableau. You'll deliver robust ML and analytics pipelines, partner cross-functionally, and set technical standards. 9+ yrs exp. M.Sc. Computer Science. Contract · Remote · Enterprise (5000+)."
